#mission_id,user_id,place_id,date,duration,mode,co2,emissions,regions
955,339,17,2014-10-15,57,car,0.20033,5.00825,Reach
899,326,125,2014-10-15,53,car,0.20033,67.31088,Reach
900,184,20,2014-10-15,55,car,0.20033,5.80957,Reach
988,153,17,2014-10-16,29,car,0.20033,5.00825,Crownlands
937,160,125,2014-10-16,369,plane,0.16508,55.46688,Reach
996,377,191,2014-10-16,33,train,0.01214,5.83934,Reach
782,434,138,2014-10-16,75,train,0.01214,4.64962,Reach
990,91,104,2014-10-17,33,train,0.01214,2.95002,Dorne
957,362,55,2014-10-17,12,train,0.01214,1.14116,Reach
941,432,227,2014-10-18,310,car,0.20033,110.78249000000001,Westerlands
821,93,573,2014-10-18,288,plane,0.13712,1312.7868799999999,Westerlands
987,393,191,2014-10-20,40,train,0.01214,5.83934,Reach
976,468,138,2014-10-20,14,train,0.01214,4.64962,Riverlands
994,29,95,2014-10-20,15,train,0.01214,2.57368,Crownlands
1003,181,268,2014-10-20,63,train,0.01214,7.91528,Dorne
993,384,65,2014-10-21,10,car,0.20033,21.83597,Westerlands
746,452,563,2014-10-21,319,plane,0.13712,1293.0416,Reach
926,157,65,2014-10-21,12,train,0.01214,1.3232599999999999,Reach
1000,469,53,2014-10-21,10,car,0.20033,18.43036,Riverlands
986,339,65,2014-10-21,12,train,0.01214,1.3232599999999999,Reach
992,117,359,2014-10-22,168,plane,0.13712,145.21008,Reach
883,123,609,2014-10-22,215,plane,0.13712,1573.04064,North
973,153,42,2014-10-22,12,car,0.20033,14.423760000000001,Crownlands
832,109,525,2014-10-23,281,plane,0.13712,1168.9479999999999,Dorne
1005,166,508,2014-10-24,185,car,0.20033,1571.58885,North
991,479,55,2014-10-25,85,train,0.01214,1.14116,Reach
831,105,546,2014-10-26,188,plane,0.13712,1261.22976,Reach
948,409,262,2014-10-27,14,train,0.01214,7.73318,North
949,409,262,2014-10-27,70,public,0.075,47.775,North
1013,88,125,2014-10-27,125,train,0.01214,4.07904,North
995,252,212,2014-10-28,132,plane,0.14678,75.00457999999999,Riverlands
980,136,212,2014-10-28,78,plane,0.14678,75.00457999999999,Riverlands
721,411,262,2014-10-28,63,train,0.01214,7.73318,Dorne
813,153,556,2014-10-28,176,plane,0.13712,1279.19248,Crownlands
964,131,212,2014-10-28,129,car,0.20033,102.36863000000001,Riverlands
965,222,212,2014-10-28,129,car,0.20033,102.36863000000001,Riverlands
953,39,502,2014-10-28,282,plane,0.13712,1041.01504,North
927,455,262,2014-10-29,61,train,0.01214,7.73318,North
1015,250,195,2014-10-30,15,train,0.01214,5.90004,Reach
843,239,191,2014-11-02,73,train,0.01214,5.83934,Reach
989,371,138,2014-11-03,77,train,0.01214,4.64962,North
1014,88,328,2014-11-03,127,plane,0.14678,130.04708,North
1002,384,55,2014-11-03,8,train,0.01214,1.14116,Westerlands
1001,466,55,2014-11-03,8,train,0.01214,1.14116,Dorne
981,183,520,2014-11-03,159,plane,0.13712,1146.46032,Reach
967,55,191,2014-11-03,51,train,0.01214,5.83934,Vale
1019,29,95,2014-11-04,15,train,0.01214,2.57368,Crownlands
1021,160,55,2014-11-04,12,car,0.20033,18.831020000000002,Reach
978,434,207,2014-11-05,29,train,0.01214,6.03358,Reach
1004,125,148,2014-11-06,37,train,0.01214,4.94098,Reach
1029,302,138,2014-11-06,29,plane,0.16508,63.22564,Riverlands
1046,325,191,2014-11-07,14,train,0.01214,5.83934,Westerlands
878,56,502,2014-11-08,133,plane,0.13712,1041.01504,Reach
1055,73,492,2014-11-11,158,plane,0.13712,956.68624,Reach
1041,153,42,2014-11-12,7,car,0.20033,14.423760000000001,Crownlands
1039,454,415,2014-11-12,105,plane,0.14678,248.20497999999998,Riverlands
1032,434,55,2014-11-13,10,train,0.01214,1.14116,Reach
1036,302,55,2014-11-13,13,car,0.20033,18.831020000000002,Riverlands
1050,125,54,2014-11-14,9,train,0.01214,1.12902,Reach
1054,476,55,2014-11-14,9,car,0.20033,18.831020000000002,Reach
1047,377,86,2014-11-14,14,train,0.01214,2.3066,Reach
1065,104,55,2014-11-14,78,train,0.01214,1.14116,Reach
1053,126,55,2014-11-14,9,car,0.20033,18.831020000000002,Reach
1045,412,41,2014-11-14,16,car,0.20033,13.82277,Reach
1057,29,95,2014-11-14,8,train,0.01214,2.57368,Crownlands
936,181,514,2014-11-14,294,plane,0.13712,1103.2675199999999,Dorne
962,131,515,2014-11-15,176,plane,0.13712,1113.0030399999998,Riverlands
963,222,515,2014-11-15,176,plane,0.13712,1113.0030399999998,Riverlands
961,136,515,2014-11-15,301,plane,0.13712,1113.0030399999998,Riverlands
985,341,514,2014-11-15,371,plane,0.13712,1103.2675199999999,Dorne
1056,73,125,2014-11-17,374,plane,0.16508,55.46688,Reach
1063,29,95,2014-11-17,10,train,0.01214,2.57368,Crownlands
1038,454,138,2014-11-17,122,train,0.01214,4.64962,Riverlands
1051,0,55,2014-11-18,28,train,0.01214,1.14116,North
1064,29,55,2014-11-18,39,train,0.01214,1.14116,Crownlands
1018,337,153,2014-11-18,53,train,0.01214,5.0988,Reach
1058,117,204,2014-11-18,27,plane,0.14678,72.21576,Reach
1060,105,191,2014-11-18,15,train,0.01214,5.83934,Reach
1061,211,191,2014-11-19,13,train,0.01214,5.83934,North
1027,411,191,2014-11-19,17,train,0.01214,5.83934,Dorne
1042,153,42,2014-11-19,8,car,0.20033,14.423760000000001,Crownlands
1096,145,0,2014-11-19,25,public,0.075,0.0,Crownlands
1026,468,212,2014-11-19,60,plane,0.14678,75.00457999999999,Riverlands
1040,384,53,2014-11-20,12,car,0.20033,18.43036,Westerlands
848,409,191,2014-11-20,16,train,0.01214,5.83934,North
1075,251,125,2014-11-20,36,train,0.01214,4.07904,Vale
1024,478,53,2014-11-20,11,train,0.01214,1.1168799999999999,North
1010,377,180,2014-11-20,13,train,0.01214,5.74222,Reach
1085,29,55,2014-11-20,39,train,0.01214,1.14116,Crownlands
997,105,55,2014-11-20,33,train,0.01214,1.14116,Reach
1089,389,55,2014-11-20,34,train,0.01214,1.14116,Vale
998,464,55,2014-11-20,33,train,0.01214,1.14116,Reach
1098,316,55,2014-11-20,11,car,0.20033,18.831020000000002,Reach
1093,188,191,2014-11-20,14,train,0.01214,5.83934,Crownlands
1097,145,0,2014-11-21,28,public,0.075,0.0,Crownlands
1009,85,268,2014-11-21,122,train,0.01214,7.91528,Westerlands
1035,498,494,2014-11-21,648,plane,0.13712,971.4952,Westerlands
1108,337,33,2014-11-21,4,car,0.20033,10.21683,Reach
974,389,531,2014-11-22,202,plane,0.13712,1205.8332799999998,Vale
1084,412,191,2014-11-23,53,train,0.01214,5.83934,Reach
1072,231,0,2014-11-24,51,public,0.075,0.0,North
1102,362,0,2014-11-24,78,public,0.075,0.0,Reach
1082,424,0,2014-11-24,81,public,0.075,0.0,Reach
1110,399,0,2014-11-24,78,public,0.075,0.0,Reach
1092,226,0,2014-11-24,81,public,0.075,0.0,Reach
1090,479,0,2014-11-24,81,public,0.075,0.0,Reach
1052,457,191,2014-11-24,31,train,0.01214,5.83934,Riverlands
1017,338,0,2014-11-24,82,public,0.075,0.0,Reach
1016,183,0,2014-11-24,81,public,0.075,0.0,Reach
1023,477,0,2014-11-24,77,public,0.075,0.0,Dorne
1122,311,527,2014-11-24,911,plane,0.13712,1182.24864,Reach
1025,121,0,2014-11-24,82,public,0.075,0.0,Reach
1094,188,191,2014-11-25,26,train,0.01214,5.83934,Crownlands
1069,168,191,2014-11-25,16,train,0.01214,5.83934,Riverlands
969,254,191,2014-11-25,18,train,0.01214,5.83934,Riverlands
1080,125,101,2014-11-25,16,train,0.01214,2.7800599999999998,Reach
1037,135,138,2014-11-26,58,plane,0.16508,63.22564,North
1113,68,55,2014-11-26,6,train,0.01214,1.14116,North
1066,294,53,2014-11-26,12,car,0.20033,18.43036,North
1116,500,55,2014-11-26,4,train,0.01214,1.14116,North
1104,434,191,2014-11-26,27,train,0.01214,5.83934,Reach
1115,123,55,2014-11-26,4,train,0.01214,1.14116,North
1105,434,261,2014-11-27,24,train,0.01214,7.73318,Reach
1086,29,55,2014-11-27,11,train,0.01214,1.14116,Crownlands
1059,117,180,2014-11-27,29,train,0.01214,5.74222,Reach
1081,125,191,2014-11-27,13,train,0.01214,5.83934,Reach
1083,405,55,2014-11-27,10,car,0.20033,18.831020000000002,Vale
1123,500,138,2014-11-27,38,plane,0.16508,63.22564,North
1022,142,191,2014-11-28,39,train,0.01214,5.83934,Reach
1109,105,191,2014-11-28,14,train,0.01214,5.83934,Reach
1111,18,191,2014-11-28,13,train,0.01214,5.83934,Reach
1128,468,268,2014-11-28,13,train,0.01214,7.91528,Riverlands
1121,289,191,2014-11-28,16,train,0.01214,5.83934,Westerlands
1049,424,191,2014-11-28,12,train,0.01214,5.83934,Reach
1133,412,191,2014-12-01,38,train,0.01214,5.83934,Reach
1130,145,0,2014-12-01,60,public,0.075,0.0,Crownlands
858,255,0,2014-12-01,120,plane,0.16508,0.0,Reach
868,341,55,2014-12-01,10,car,0.20033,18.831020000000002,Dorne
1132,72,207,2014-12-02,90,plane,0.16508,82.04476,Riverlands
1139,362,55,2014-12-03,8,train,0.01214,1.14116,Reach
1131,479,115,2014-12-03,80,train,0.01214,3.28994,Reach
1077,153,42,2014-12-03,12,car,0.20033,14.423760000000001,Crownlands
1043,153,42,2014-12-03,12,car,0.20033,14.423760000000001,Crownlands
1088,81,548,2014-12-03,81,plane,0.13712,1262.0524799999998,Reach
1106,434,191,2014-12-04,27,train,0.01214,5.83934,Reach
1068,142,191,2014-12-05,17,train,0.01214,5.83934,Reach
1140,389,55,2014-12-05,10,train,0.01214,1.14116,Vale
1087,29,55,2014-12-05,11,train,0.01214,1.14116,Crownlands
1137,311,0,2014-12-05,16,train,0.01214,0.0,Reach
1073,371,135,2014-12-08,30,train,0.01214,4.4675199999999995,North
1048,55,97,2014-12-08,12,train,0.01214,2.63438,Vale
1028,341,268,2014-12-08,34,train,0.01214,7.91528,Dorne
1126,220,68,2014-12-09,12,plane,0.14678,17.17326,Reach
1143,291,191,2014-12-09,12,train,0.01214,5.83934,Reach
1117,373,207,2014-12-09,53,train,0.01214,6.03358,Riverlands
1007,136,191,2014-12-09,16,train,0.01214,5.83934,Riverlands
1091,411,191,2014-12-09,12,train,0.01214,5.83934,Dorne
1134,181,143,2014-12-10,62,train,0.01214,4.74674,Dorne
1100,409,262,2014-12-10,11,train,0.01214,7.73318,North
1044,153,42,2014-12-10,12,car,0.20033,14.423760000000001,Crownlands
1078,153,42,2014-12-10,12,car,0.20033,14.423760000000001,Crownlands
1150,136,55,2014-12-10,8,car,0.20033,18.831020000000002,Riverlands
1107,434,261,2014-12-10,27,train,0.01214,7.73318,Reach
1076,478,9,2014-12-10,57,car,0.20033,2.60429,North
1136,326,191,2014-12-10,32,train,0.01214,5.83934,Reach
1020,89,55,2014-12-10,8,car,0.20033,18.831020000000002,Riverlands
1127,13,191,2014-12-10,85,train,0.01214,5.83934,Riverlands
983,373,191,2014-12-11,75,train,0.01214,5.83934,Riverlands
1067,125,207,2014-12-11,29,train,0.01214,6.03358,Reach
1006,373,402,2014-12-12,72,plane,0.13712,194.84751999999997,Riverlands
1148,365,55,2014-12-12,13,car,0.20033,18.831020000000002,Westerlands
1147,29,95,2014-12-12,6,train,0.01214,2.57368,Crownlands
1152,88,125,2014-12-12,9,train,0.01214,4.07904,North
1145,302,125,2014-12-12,16,train,0.01214,4.07904,Riverlands
1153,279,204,2014-12-14,30,train,0.01214,5.97288,Reach
1129,468,148,2014-12-15,14,train,0.01214,4.94098,Riverlands
1008,73,568,2014-12-15,495,plane,0.13712,1310.04448,Reach
1033,434,101,2014-12-15,48,train,0.01214,2.7800599999999998,Reach
1012,319,568,2014-12-15,516,plane,0.13712,1310.04448,Reach
1011,384,138,2014-12-15,55,train,0.01214,4.64962,Westerlands
1159,160,0,2014-12-16,10,train,0.01214,0.0,Reach
1119,373,261,2014-12-16,24,plane,0.14678,93.49886,Riverlands
1112,291,507,2014-12-16,96,plane,0.13712,1063.3655999999999,Reach
1138,409,138,2014-12-17,63,plane,0.16508,63.22564,North
1099,28,271,2014-12-17,27,train,0.01214,7.97598,Reach
1074,490,138,2014-12-17,52,plane,0.16508,63.22564,North
1034,434,191,2014-12-17,10,train,0.01214,5.83934,Reach
1070,371,138,2014-12-17,47,car,0.20033,76.72639000000001,North
1062,125,191,2014-12-17,56,train,0.01214,5.83934,Reach
1079,169,138,2014-12-17,51,plane,0.16508,63.22564,Westerlands
982,373,425,2014-12-17,80,plane,0.13712,265.3272,Riverlands
1135,377,55,2014-12-18,11,car,0.20033,18.831020000000002,Reach
1125,452,101,2014-12-18,418,train,0.01214,2.7800599999999998,Reach
1156,29,95,2014-12-19,7,train,0.01214,2.57368,Crownlands
1114,68,191,2014-12-19,75,train,0.01214,5.83934,North
1142,161,201,2014-12-22,29,train,0.01214,5.9607399999999995,Riverlands
1144,66,342,2014-12-23,140,plane,0.13712,131.77231999999998,Vale
1031,128,621,2014-12-28,2044,plane,0.13712,2270.8443199999997,Reach
984,373,461,2015-01-03,372,plane,0.13712,634.59136,Riverlands
1162,145,5,2015-01-06,12,public,0.075,0.44999999999999996,Crownlands
1163,125,191,2015-01-09,11,train,0.01214,5.83934,Reach
1174,389,55,2015-01-09,10,train,0.01214,1.14116,Vale
1180,29,55,2015-01-09,11,train,0.01214,1.14116,Crownlands
1157,452,101,2015-01-09,13,train,0.01214,2.7800599999999998,Reach
1030,55,487,2015-01-10,131,plane,0.13712,925.14864,Vale
1168,409,261,2015-01-11,79,plane,0.14678,93.49886,North
1166,93,403,2015-01-11,75,plane,0.14678,208.72116,Westerlands
1167,451,138,2015-01-12,53,train,0.01214,4.64962,Reach
1160,412,342,2015-01-12,8081,plane,0.13712,131.77231999999998,Reach
1178,136,143,2015-01-12,66,car,0.20033,78.32903,Riverlands
1179,131,143,2015-01-12,61,car,0.20033,78.32903,Riverlands
1177,211,191,2015-01-13,15,train,0.01214,5.83934,North
1164,88,320,2015-01-14,56,plane,0.16508,140.97832,North
1175,14,138,2015-01-14,13,plane,0.16508,63.22564,Reach
1161,337,428,2015-01-14,76,plane,0.14678,306.18307999999996,Reach
1169,160,138,2015-01-15,80,train,0.01214,4.64962,Reach
1183,18,191,2015-01-16,11,train,0.01214,5.83934,Reach
1095,496,191,2015-01-16,14,train,0.01214,5.83934,North
1193,81,191,2015-01-16,15,train,0.01214,5.83934,Reach
1181,105,191,2015-01-16,11,train,0.01214,5.83934,Reach
1188,412,191,2015-01-16,15,train,0.01214,5.83934,Reach
1173,455,191,2015-01-16,13,train,0.01214,5.83934,North
1194,364,0,2015-01-16,7,train,0.01214,0.0,Vale
1155,95,309,2015-01-18,94,plane,0.14678,117.57078,Riverlands
1184,117,143,2015-01-20,26,train,0.01214,4.74674,Reach
1171,490,204,2015-01-20,75,plane,0.14678,72.21576,North
1205,455,55,2015-01-20,7,car,0.20033,18.831020000000002,North
1196,424,191,2015-01-20,12,train,0.01214,5.83934,Reach
1213,136,18,2015-01-20,4,car,0.20033,5.20858,Riverlands
1182,53,406,2015-01-20,63,plane,0.14678,213.71168,North
1103,434,191,2015-01-21,51,train,0.01214,5.83934,Reach
1149,125,0,2015-01-21,53,train,0.01214,0.0,Reach
1199,481,191,2015-01-21,24,train,0.01214,5.83934,Riverlands
1215,479,55,2015-01-22,9,train,0.01214,1.14116,Reach
1189,328,191,2015-01-22,33,train,0.01214,5.83934,Dorne
1197,160,125,2015-01-22,32,car,0.20033,67.31088,Reach
1198,160,191,2015-01-22,29,train,0.01214,5.83934,Reach
1200,245,125,2015-01-22,6,train,0.01214,4.07904,Dorne
1201,186,187,2015-01-22,17,train,0.01214,5.81506,Reach
1186,432,50,2015-01-22,5,car,0.20033,17.62904,Westerlands
1224,364,0,2015-01-23,7,car,0.20033,0.0,Vale
1118,373,268,2015-01-23,24,train,0.01214,7.91528,Riverlands
1227,24,191,2015-01-23,12,train,0.01214,5.83934,Riverlands
1124,311,527,2015-01-24,191,plane,0.13712,1182.24864,Reach
1141,153,527,2015-01-24,174,plane,0.13712,1182.24864,Crownlands
1120,452,527,2015-01-25,150,plane,0.13712,1182.24864,Reach
1206,157,191,2015-01-26,15,train,0.01214,5.83934,Reach
1207,455,191,2015-01-26,33,train,0.01214,5.83934,North
1172,490,204,2015-01-26,49,plane,0.14678,72.21576,North
1214,221,191,2015-01-26,33,train,0.01214,5.83934,North
1208,409,191,2015-01-26,33,train,0.01214,5.83934,North
1190,125,191,2015-01-26,14,train,0.01214,5.83934,Reach
1217,362,55,2015-01-26,8,train,0.01214,1.14116,Reach
1209,380,191,2015-01-26,38,train,0.01214,5.83934,Dorne
1165,105,191,2015-01-26,40,train,0.01214,5.83934,Reach
1185,117,191,2015-01-26,32,train,0.01214,5.83934,Reach
1225,160,55,2015-01-26,12,car,0.20033,18.831020000000002,Reach
1226,302,138,2015-01-27,29,car,0.20033,76.72639000000001,Riverlands
1231,451,191,2015-01-27,16,train,0.01214,5.83934,Reach
1192,279,55,2015-01-27,37,car,0.20033,18.831020000000002,Reach
1230,316,65,2015-01-28,37,train,0.01214,1.3232599999999999,Reach
1238,262,55,2015-01-28,5,car,0.20033,18.831020000000002,Westerlands
1204,384,125,2015-01-28,30,train,0.01214,4.07904,Westerlands
1234,145,191,2015-01-29,37,train,0.01214,5.83934,Crownlands
1210,29,55,2015-01-29,14,train,0.01214,1.14116,Crownlands
1211,389,55,2015-01-29,10,train,0.01214,1.14116,Vale
1245,364,0,2015-01-30,7,car,0.20033,0.0,Vale
1223,92,191,2015-01-30,15,train,0.01214,5.83934,Riverlands
1235,145,207,2015-02-01,54,train,0.01214,6.03358,Crownlands
1236,211,503,2015-02-01,176,plane,0.13712,1046.9112,North
1212,29,242,2015-02-02,114,plane,0.16508,99.70832,Crownlands
1240,160,55,2015-02-02,7,car,0.20033,18.831020000000002,Reach
1229,377,55,2015-02-03,6,car,0.20033,18.831020000000002,Reach
1237,483,191,2015-02-04,48,train,0.01214,5.83934,Dorne
1232,384,53,2015-02-04,9,train,0.01214,1.1168799999999999,Westerlands
1255,364,55,2015-02-04,4,car,0.20033,18.831020000000002,Vale
1254,88,125,2015-02-05,26,car,0.20033,67.31088,North
1170,73,125,2015-02-05,13,train,0.01214,4.07904,Reach
1242,160,125,2015-02-05,33,train,0.01214,4.07904,Reach
1151,411,125,2015-02-05,54,train,0.01214,4.07904,Dorne
1256,43,125,2015-02-06,12,car,0.20033,67.31088,Dorne
999,341,461,2015-02-07,364,plane,0.13712,634.59136,Dorne
1239,26,191,2015-02-08,29,train,0.01214,5.83934,North
1158,445,380,2015-02-09,62,plane,0.14678,182.59431999999998,Riverlands
1263,160,55,2015-02-09,36,car,0.20033,18.831020000000002,Reach
1233,384,53,2015-02-10,8,train,0.01214,1.1168799999999999,Westerlands
1259,105,125,2015-02-10,15,train,0.01214,4.07904,Reach
1248,123,138,2015-02-10,29,train,0.01214,4.64962,North
1191,337,510,2015-02-11,348,plane,0.13712,1076.94048,Reach
1268,88,191,2015-02-11,119,train,0.01214,5.83934,North
1253,297,191,2015-02-12,26,train,0.01214,5.83934,Reach
1216,452,191,2015-02-12,24,train,0.01214,5.83934,Reach
1187,288,623,2015-02-15,298,plane,0.13712,2307.31824,Reach
1280,43,62,2015-02-17,12,car,0.20033,20.63399,Dorne
1282,39,191,2015-02-18,67,train,0.01214,5.83934,North
1265,502,55,2015-02-18,11,train,0.01214,1.14116,Reach
1267,476,191,2015-02-19,13,train,0.01214,5.83934,Reach
1283,145,125,2015-02-20,14,train,0.01214,4.07904,Crownlands
1275,160,55,2015-02-23,11,car,0.20033,18.831020000000002,Reach
1300,160,55,2015-02-23,11,car,0.20033,18.831020000000002,Reach
1285,362,55,2015-02-23,8,train,0.01214,1.14116,Reach
1257,117,410,2015-02-23,73,plane,0.13712,211.30192,Reach
1292,502,191,2015-02-23,37,train,0.01214,5.83934,Reach
1299,160,55,2015-02-23,11,car,0.20033,18.831020000000002,Reach
1222,13,95,2015-02-25,60,train,0.01214,2.57368,Riverlands
1291,490,78,2015-02-25,27,plane,0.14678,23.92514,North
1266,26,191,2015-02-25,169,train,0.01214,5.83934,North
1303,145,0,2015-02-27,10,public,0.075,0.0,Crownlands
1154,407,89,2015-03-01,142,train,0.01214,2.4887,Vale
1195,135,528,2015-03-01,444,plane,0.13712,1196.78336,North
1258,277,602,2015-03-01,1539,plane,0.13712,1391.768,North
1228,22,0,2015-03-02,30,public,0.075,0.0,North
1270,471,0,2015-03-02,30,public,0.075,0.0,North
1281,73,55,2015-03-02,71,car,0.20033,18.831020000000002,Reach
1297,39,283,2015-03-04,29,plane,0.14678,102.01209999999999,North
1289,468,55,2015-03-05,10,car,0.20033,18.831020000000002,Riverlands
1318,412,207,2015-03-05,60,train,0.01214,6.03358,Reach
1276,137,394,2015-03-05,71,plane,0.14678,198.153,Reach
1320,250,53,2015-03-06,7,car,0.20033,18.43036,Reach
1321,364,0,2015-03-06,7,train,0.01214,0.0,Vale
1290,468,366,2015-03-07,134,plane,0.14678,165.1275,Riverlands
1302,341,185,2015-03-09,31,train,0.01214,5.79078,Dorne
1341,279,403,2015-03-10,61,plane,0.14678,208.72116,Reach
1338,160,55,2015-03-10,53,car,0.20033,18.831020000000002,Reach
1319,362,55,2015-03-10,9,train,0.01214,1.14116,Reach
1339,160,191,2015-03-11,13,train,0.01214,5.83934,Reach
1334,145,191,2015-03-11,11,train,0.01214,5.83934,Crownlands
1324,88,320,2015-03-11,49,plane,0.16508,140.97832,North
1313,296,191,2015-03-11,95,train,0.01214,5.83934,Westerlands
1310,300,191,2015-03-11,30,train,0.01214,5.83934,North
1308,371,187,2015-03-12,14,train,0.01214,5.81506,North
1326,105,191,2015-03-12,14,train,0.01214,5.83934,Reach
1345,364,0,2015-03-13,7,train,0.01214,0.0,Vale
1203,163,514,2015-03-14,181,plane,0.13712,1103.2675199999999,Dorne
1202,380,474,2015-03-14,178,plane,0.13712,846.16752,Dorne
1247,163,475,2015-03-14,180,car,0.20033,1249.45821,Dorne
1220,163,55,2015-03-14,179,plane,0.16508,15.517520000000001,Dorne
1243,211,474,2015-03-14,182,plane,0.13712,846.16752,North
1071,373,580,2015-03-14,178,plane,0.13712,1321.01408,Riverlands
1221,409,261,2015-03-15,75,plane,0.14678,93.49886,North
1322,481,191,2015-03-15,23,train,0.01214,5.83934,Riverlands
1354,160,55,2015-03-16,12,car,0.20033,18.831020000000002,Reach
1327,153,42,2015-03-16,5,car,0.20033,14.423760000000001,Crownlands
1304,415,191,2015-03-17,66,train,0.01214,5.83934,Reach
1307,127,191,2015-03-17,72,train,0.01214,5.83934,Reach
1314,339,191,2015-03-17,75,train,0.01214,5.83934,Reach
1311,463,191,2015-03-17,76,train,0.01214,5.83934,Reach
1284,393,337,2015-03-17,54,plane,0.14678,137.09252,Reach
1279,105,337,2015-03-17,54,plane,0.14678,137.09252,Reach
1335,117,191,2015-03-17,84,train,0.01214,5.83934,Reach
1306,239,191,2015-03-17,129,train,0.01214,5.83934,Reach
1333,145,179,2015-03-17,51,train,0.01214,5.71794,Crownlands
1305,157,191,2015-03-18,60,train,0.01214,5.83934,Reach
1315,56,191,2015-03-18,57,train,0.01214,5.83934,Reach
1367,364,0,2015-03-18,7,train,0.01214,0.0,Vale
1328,153,42,2015-03-18,8,car,0.20033,14.423760000000001,Crownlands
1358,88,53,2015-03-19,11,car,0.20033,18.43036,North
1359,68,125,2015-03-19,11,car,0.20033,67.31088,North
1353,31,55,2015-03-19,0,car,0.20033,18.831020000000002,Reach
1336,502,235,2015-03-19,28,train,0.01214,7.13832,Reach
1344,384,53,2015-03-19,13,car,0.20033,18.43036,Westerlands
1349,43,62,2015-03-19,10,car,0.20033,20.63399,Dorne
1348,468,88,2015-03-19,17,train,0.01214,2.46442,Riverlands
1352,151,55,2015-03-19,11,car,0.20033,18.831020000000002,Reach
1346,377,125,2015-03-19,12,train,0.01214,4.07904,Reach
1369,358,55,2015-03-19,15,car,0.20033,18.831020000000002,North
1317,22,191,2015-03-20,14,train,0.01214,5.83934,North
1261,427,514,2015-03-20,203,plane,0.13712,1103.2675199999999,Westerlands
1262,384,306,2015-03-22,134,plane,0.14678,114.34161999999999,Westerlands
1244,125,261,2015-03-22,100,plane,0.14678,93.49886,Reach
1337,502,191,2015-03-23,56,train,0.01214,5.83934,Reach
1381,160,55,2015-03-23,7,car,0.20033,18.831020000000002,Reach
1241,434,261,2015-03-23,82,plane,0.14678,93.49886,Reach
1383,362,55,2015-03-24,9,car,0.20033,18.831020000000002,Reach
1382,160,55,2015-03-24,9,car,0.20033,18.831020000000002,Reach
1355,160,55,2015-03-24,6,car,0.20033,18.831020000000002,Reach
1329,153,42,2015-03-24,12,car,0.20033,14.423760000000001,Crownlands
1365,103,78,2015-03-25,158,car,0.20033,32.65379,Vale
1246,457,207,2015-03-26,34,plane,0.16508,82.04476,Riverlands
1249,168,207,2015-03-26,32,plane,0.16508,82.04476,Riverlands
1252,30,207,2015-03-26,31,plane,0.16508,82.04476,Riverlands
1350,55,101,2015-03-26,15,train,0.01214,2.7800599999999998,Vale
1378,476,191,2015-03-26,33,train,0.01214,5.83934,Reach
1392,153,42,2015-03-27,8,car,0.20033,14.423760000000001,Crownlands
1218,398,207,2015-03-27,11,plane,0.16508,82.04476,Riverlands
1219,89,207,2015-03-27,15,plane,0.16508,82.04476,Riverlands
1370,476,191,2015-03-27,17,train,0.01214,5.83934,Reach
1325,68,191,2015-03-27,73,train,0.01214,5.83934,North
1146,201,599,2015-03-28,769,plane,0.13712,1371.33712,North
1298,411,191,2015-03-30,15,train,0.01214,5.83934,Dorne
1271,125,55,2015-03-30,52,car,0.20033,18.831020000000002,Reach
1371,21,191,2015-03-30,27,train,0.01214,5.83934,Westerlands
1372,434,191,2015-03-30,34,train,0.01214,5.83934,Reach
1386,476,191,2015-03-31,14,train,0.01214,5.83934,Reach
1385,145,243,2015-03-31,62,plane,0.14678,88.94868,Crownlands
1387,126,191,2015-03-31,14,train,0.01214,5.83934,Reach
1389,157,191,2015-04-01,32,train,0.01214,5.83934,Reach
1351,55,207,2015-04-01,35,train,0.01214,6.03358,Vale
1330,153,42,2015-04-01,7,car,0.20033,14.423760000000001,Crownlands
1396,502,191,2015-04-01,32,train,0.01214,5.83934,Reach
1356,169,203,2015-04-01,17,train,0.01214,5.97288,Westerlands
1250,411,191,2015-04-02,18,train,0.01214,5.83934,Dorne
1393,211,191,2015-04-02,15,train,0.01214,5.83934,North
1401,464,55,2015-04-03,7,train,0.01214,1.14116,Reach
1176,166,577,2015-04-05,474,plane,0.13712,1317.7232,North
1404,14,191,2015-04-06,26,train,0.01214,5.83934,Reach
1323,326,191,2015-04-07,751,train,0.01214,5.83934,Reach
1331,153,42,2015-04-07,7,car,0.20033,14.423760000000001,Crownlands
1340,123,121,2015-04-08,29,train,0.01214,3.83624,North
1391,128,191,2015-04-08,400,train,0.01214,5.83934,Reach
1384,88,238,2015-04-08,143,train,0.01214,7.17474,North
1434,81,191,2015-04-09,15,train,0.01214,5.83934,Reach
1423,18,191,2015-04-09,12,train,0.01214,5.83934,Reach
1388,294,191,2015-04-09,56,train,0.01214,5.83934,North
1430,260,191,2015-04-09,14,train,0.01214,5.83934,Reach
1390,103,191,2015-04-09,20,train,0.01214,5.83934,Vale
1410,211,191,2015-04-09,28,train,0.01214,5.83934,North
1416,409,191,2015-04-10,16,train,0.01214,5.83934,North
1363,214,557,2015-04-11,174,plane,0.13712,1280.15232,North
1405,19,125,2015-04-12,31,train,0.01214,4.07904,Westerlands
1309,90,297,2015-04-12,127,plane,0.14678,108.76397999999999,Riverlands
1278,341,184,2015-04-12,156,plane,0.14678,70.01406,Dorne
